5,9997895006
5,9998533214
6,0000060373
6,0002111889
6,0000508365
5,9999280162
6,0000592669
5,9999758350
5,9999196935
6,0000535259
6,0000056450
6,0000791116
6,0000370296
6,0001907884
6,0002103001
6,0000817427
6,0002669896
6,0002805404
6,0002772408
6,0003824690
6,0001077183
6,0003400183
6,0001097400
6,0004171503
6,0002131039
6,0000595972
6,0003698266
6,0003655265
6,0003826948
6,0004997878
6,0005453866
6,0002599746
6,0002726154
6,0002430322
6,0003236619
6,0001310448
6,0003992113
6,0003885596
6,0002977847
6,0003873495
6,0004015649
6,0003670963
6,0004338259
6,0003007319
6,0006542458
6,0004181145
6,0004063634
6,0005206281
6,0003154671
6,0005551849
6,0003254575
6,0004550034
6,0003284933
6,0005029383
6,0002679725
6,0007965227
6,0005919214
6,0005944867
6,0004577277
6,0004972042
6,0005595826
6,0008234694
6,0003804179
6,0004814937
6,0006948143
6,0003249945
6,0006350979
6,0006035530
6,0007244552
