3,4999329887
3,4999651401
3,5001102722
3,4999294547
3,4998993860
3,5000278126
3,4999829060
3,5000113656
3,5000439326
3,5001405034
3,5000800624
3,5000386207
3,5001403427
3,5001596361
3,5000740770
3,5000857787
3,5001095455
3,5000826655
3,5002371956
3,5001443364
3,5001678888
3,5001491362
3,5003112171
3,5002454544
3,5002846622
3,5001863317
3,5001227879
3,5002247025
3,5001742302
3,5002052349
3,5002723586
3,5002761386
3,5001986520
3,5001833426
3,5002882311
3,5002496289
3,5003118180
3,5001869576
3,5001897633
3,5002832021
3,5003010815
3,5002391476
3,5002372734
3,5003469575
3,5004330499
3,5003969624
3,5003059078
3,5003557547
3,5003595719
3,5004342771
3,5003602853
3,5002815660
3,5003645624
3,5003676236
3,5003773884
3,5004068682
3,5003831610
3,5003984602
3,5003648141
3,5004961474
3,5003411874
3,5003719629
3,5004558087
3,5004640843
3,5003970234
3,5004920823
3,5004730765
3,5005853492
3,5005083200
3,5005642794
3,5004723852
3,5004826432
3,5005537566
3,5003893146
3,5005705170
3,5004633196
3,5003851383
3,5005814142
3,5006599304
3,5005160981
3,5005887207
3,5005120482
3,5006107180
3,5005885971
3,5005330596
