3,9999658874
3,9999510917
4,0000602140
3,9999838134
4,0000744340
4,0000724443
3,9999522298
4,0002347939
4,0000781680
4,0000266098
4,0000899902
4,0000700257
4,0000937948
4,0001102594
4,0000417911
4,0000394498
4,0001636976
4,0001494027
4,0001985583
4,0002333424
4,0000595644
4,0001836772
4,0000361670
4,0001620105
4,0001467119
4,0001042371
4,0000763968
4,0003426013
4,0002728776
4,0002480631
4,0001779588
4,0003164424
4,0002362984
4,0001502329
4,0002362905
4,0001318003
4,0001722726
4,0002088556
4,0003097191
4,0002920309
4,0003692655
4,0002327049
4,0003393944
4,0002047284
4,0002905308
4,0002274490
4,0000775538
4,0003145116
4,0003226199
4,0002632335
4,0005218973
4,0003626660
4,0002898745
4,0002917251
4,0003552113
4,0002886198
4,0004577616
4,0003693382
4,0003593021
4,0004288090
4,0005135520
4,0003433616
4,0004248101
4,0005345849
4,0003896065
4,0005085519
4,0003456464
4,0004846563
4,0006040173
4,0004285073
4,0003412059
4,0004120559
4,0004436660
4,0006577120
4,0004121928
4,0004713512
4,0004542162
4,0004597990
4,0005359461
4,0004726096
4,0004341855
4,0005062944
4,0004448943
4,0005465085
4,0004534270
4,0005525768
4,0007625620
4,0004513563
4,0005499877
4,0006161749
4,0004429907
4,0005716926
4,0006605375
4,0005872840
4,0005240337
4,0007358025
4,0006001104
